time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-28T14:02:10.059Z,51.8586,-178.1097,7.254,2.5,ml,9,126,0.051,0.54,us,us6000k0hj,2023-03-29T16:43:03.040Z,"101 km W of Adak, Alaska",earthquake,1.47,3.178,0.128,8,reviewed,us,us
2023-03-28T13:07:17.439Z,-10.9198,166.7573,9.181,5.2,mww,58,68,4.521,0.56,us,us6000k0bv,2023-03-28T20:15:25.040Z,"107 km ESE of Lata, Solomon Islands",earthquake,10.17,4.118,0.062,25,reviewed,us,us
2023-03-28T13:04:00.490Z,37.6181667,-122.474,8.7,2.6,md,108,65,0.01707,0.08,nc,nc73863525,2023-03-30T19:11:34.311Z,"1km ENE of Pacifica, CA",earthquake,0.12,0.14,0.19,80,reviewed,nc,nc
2023-03-28T13:03:08.920Z,37.616,-122.4793333,8.99,2.58,md,109,70,0.02146,0.07,nc,nc73863520,2023-03-30T16:19:23.478Z,"1km ENE of Pacifica, CA",earthquake,0.12,0.17,0.188,74,reviewed,nc,nc
2023-03-28T13:01:18.360Z,37.6173333,-122.4773333,9.13,3.4,ml,133,69,0.01982,0.07,nc,nc73863515,2023-03-31T06:53:30.301Z,"1km ENE of Pacifica, CA",earthquake,0.12,0.17,0.17,146,reviewed,nc,nc
2023-03-28T12:54:01.794Z,-10.8856,166.845,10,5,mb,51,109,4.547,0.7,us,us6000k0bq,2023-03-28T13:48:47.040Z,"Santa Cruz Islands",earthquake,10.47,1.875,0.052,119,reviewed,us,us
2023-03-28T10:30:28.881Z,43.267,-110.8435,11.046,2.8,ml,44,68,0.204,0.48,us,us6000k0a5,2023-03-30T14:55:24.822Z,"Wyoming",earthquake,2.47,8.344,0.045,64,reviewed,us,us
2023-03-28T09:45:00.250Z,31.61676374,-103.9600927,5.270349121,2.5,ml,16,62,0.00962140967,0.1,tx,tx2023gbwn,2023-03-28T18:14:54.327Z,"35 km WSW of Mentone, Texas",earthquake,0.419103811,0.4443117326,0.2,11,reviewed,tx,tx
2023-03-28T09:44:27.335Z,31.61882519,-103.9622535,6.093005371,2.6,ml,26,56,0.009889849274,0.2,tx,tx2023gbwo,2023-03-28T18:18:27.552Z,"35 km WSW of Mentone, Texas",earthquake,0.4045083797,0.6448193351,0.2,21,reviewed,tx,tx
2023-03-28T09:18:28.117Z,41.148,142.805,34,6,mww,175,44,0.906,0.73,us,us6000k09q,2023-03-30T04:47:30.349Z,"129 km ENE of Misawa, Japan",earthquake,5.41,1.771,0.053,34,reviewed,us,us
2023-03-28T09:05:02.563Z,-2.6262,128.4726,10,4.1,mb,18,91,2.364,0.77,us,us6000k09l,2023-03-28T15:48:51.040Z,"93 km NNW of Amahai, Indonesia",earthquake,5.69,1.92,0.174,9,reviewed,us,us
2023-03-28T08:29:25.126Z,51.852,-178.0228,3.282,3.5,ml,15,70,0.019,0.7,us,us6000k0dq,2023-03-29T23:57:42.040Z,"95 km W of Adak, Alaska",earthquake,1.13,2.47,0.085,18,reviewed,us,us
2023-03-28T08:25:01.079Z,32.46551514,-102.0185071,8.583618164,2.5,ml,21,88,0.1436995489,0.1,tx,tx2023gbtz,2023-03-30T16:53:20.866Z,"29 km WSW of Ackerly, Texas",earthquake,0.5795254627,2.010046848,0.1,15,reviewed,tx,tx
2023-03-28T07:47:09.640Z,19.204,-66.2185,21.52,3.25,md,16,252,0.7807,0.23,pr,pr71401873,2023-03-28T21:12:57.715Z,"82 km N of San Juan, Puerto Rico",earthquake,0.91,17.95,0.122285480087188,11,reviewed,pr,pr
2023-03-28T07:19:14.100Z,51.8556666666667,-178.038166666667,-1.8,2.61,ml,5,137,,0.22,av,av91096213,2023-03-28T16:58:51.280Z,"96 km W of Adak, Alaska",earthquake,0.48,1.41,0.2364410009457,5,reviewed,av,av
2023-03-28T06:52:25.592Z,16.9813,95.8836,10,3.5,ml,8,225,2.793,0.33,us,us6000k09e,2023-03-29T15:38:34.278Z,"near the south coast of Myanmar",earthquake,6.12,2.004,0.115,10,reviewed,us,us
2023-03-28T05:56:52.300Z,51.8423333333333,-178.051,2.95,2.64,ml,6,121,,0.11,av,av91096228,2023-03-28T17:12:21.630Z,"97 km W of Adak, Alaska",earthquake,0.3,0.31,0.220060885541681,7,reviewed,av,av
2023-03-28T05:56:04.850Z,51.8453333333333,-178.055166666667,2.53,2.75,ml,7,121,,0.19,av,av91822611,2023-03-28T17:09:19.590Z,"97 km W of Adak, Alaska",earthquake,0.45,0.55,0.130834063947317,7,reviewed,av,av
2023-03-28T05:51:29.047Z,18.3377,120.4505,29.196,5.3,mww,74,79,4.496,0.5,us,us6000k091,2023-03-28T08:20:47.254Z,"17 km W of Pasuquin, Philippines",earthquake,8.1,4.856,0.075,17,reviewed,us,us
2023-03-28T05:39:10.750Z,17.9531666666667,-66.9616666666667,15.7,2.6,md,8,207,0.08023,0.09,pr,pr71401858,2023-03-28T05:49:27.110Z,"Puerto Rico region",earthquake,0.48,0.69,0.034918954982146,4,reviewed,pr,pr
2023-03-28T04:31:48.573Z,-3.6472,139.08,10,4.3,mb,31,124,6.858,0.65,us,us6000k08t,2023-03-29T03:22:57.040Z,"208 km SW of Abepura, Indonesia",earthquake,4.89,1.916,0.116,21,reviewed,us,us
2023-03-28T04:19:09.715Z,-0.3835,123.5482,74.625,5,mww,85,32,1.015,0.78,us,us6000k08q,2023-03-29T03:20:04.522Z,"105 km NE of Luwuk, Indonesia",earthquake,6.67,5.765,0.078,16,reviewed,us,us
2023-03-28T04:12:00.570Z,19.0316666666667,-67.1503333333333,8.29,3.3,md,14,279,0.5624,0.34,pr,pr71401848,2023-03-28T04:41:31.923Z,"59 km N of San Antonio, Puerto Rico",earthquake,1.43,1.78,0.118450995611397,9,reviewed,pr,pr
2023-03-28T03:17:00.818Z,-17.871,167.4196,10,4.7,mb,26,55,2.419,0.66,us,us6000k08j,2023-03-28T03:43:10.040Z,"95 km W of Port-Vila, Vanuatu",earthquake,3.43,1.901,0.117,22,reviewed,us,us
2023-03-28T02:26:28.540Z,40.2823333,-124.3806667,20.94,2.96,md,23,240,0.02976,0.1,nc,nc73863320,2023-03-30T02:32:13.153Z,"9km WSW of Petrolia, CA",earthquake,0.69,0.23,0.153,52,reviewed,nc,nc
2023-03-28T01:11:30.779Z,56.1459,-157.6988,16.9,3.5,ml,,,,0.66,ak,ak0233zwf1z7,2023-03-29T02:44:53.040Z,"46 km ESE of Chignik, Alaska",earthquake,,1.5,,,automatic,ak,ak
2023-03-28T00:28:06.210Z,18.3466666666667,-65.9161666666667,41.78,2.73,md,7,210,0.1634,0.1,pr,pr71401833,2023-03-28T04:33:46.039Z,"2 km WNW of Campo Rico, Puerto Rico",earthquake,0.63,0.79,0.141276049384633,7,reviewed,pr,pr
2023-03-28T00:05:41.338Z,-6.2098,130.235,117.25,4.3,mb,25,54,1.708,0.79,us,us6000k07h,2023-03-28T00:25:11.040Z,"286 km WSW of Tual, Indonesia",earthquake,5.65,8.443,0.133,16,reviewed,us,us
2023-03-27T23:36:27.260Z,19.1615,-64.9405,38.94,3.34,md,6,290,0.8049,0.06,pr,pr71401823,2023-03-27T23:50:43.350Z,"90 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.49,8.35,0.0439914717031109,5,reviewed,pr,pr
2023-03-27T23:22:21.645Z,59.8252,-150.7887,44.3,3,ml,,,,0.49,ak,ak0233ym1kt0,2023-03-28T07:12:27.071Z,"10 km ESE of Fox River, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-03-27T23:17:27.577Z,-17.4183,-176.9879,404.557,4.2,mb,23,47,3.095,0.66,us,us6000k079,2023-03-27T23:42:37.040Z,"Fiji region",earthquake,12.44,9.161,0.142,14,reviewed,us,us
2023-03-27T22:33:18.160Z,51.8541666666667,-178.061833333333,3.07,2.8,ml,5,184,,0.17,av,av91822171,2023-03-27T23:45:43.260Z,"",earthquake,0.56,0.93,0.425815718050977,5,reviewed,av,av
2023-03-27T22:19:15.836Z,-8.2105,158.9268,85.976,6.1,mww,122,25,1.583,1.06,us,us6000k05c,2023-03-30T09:49:22.100Z,"73 km W of Buala, Solomon Islands",earthquake,7.96,5.166,0.049,40,reviewed,us,us
2023-03-27T21:42:07.980Z,19.3298333333333,-155.128166666667,5.45,2.5,ml,37,112,,0.09,hv,hv73350712,2023-03-27T22:09:12.480Z,"15 km S of Fern Forest, Hawaii",earthquake,0.29,0.52,0.141287525066511,24,reviewed,hv,hv
2023-03-27T21:14:58.930Z,40.4155,-124.6255,24.26,2.59,md,19,278,0.2278,0.13,nc,nc71130099,2023-03-30T03:04:12.104Z,"31km WNW of Petrolia, CA",earthquake,0.95,1.17,0.337,21,reviewed,nc,nc
2023-03-27T21:10:11.070Z,18.2198333333333,-65.299,10.39,2.7,md,13,122,0.08854,0.31,pr,pr71401793,2023-03-27T21:39:22.260Z,"9 km S of Culebra, Puerto Rico",earthquake,0.83,0.67,0.0903341685676533,10,reviewed,pr,pr
2023-03-27T18:20:36.153Z,-0.7264,29.3364,16.059,4.9,mb,33,70,1.407,1,us,us6000k03l,2023-03-28T12:22:59.413Z,"38 km WNW of Ntungamo, Uganda",earthquake,6.84,4.441,0.096,34,reviewed,us,us
2023-03-27T16:31:20.401Z,14.0666,-90.9464,101.368,4.3,mb,74,128,0.635,0.91,us,us7000jn1g,2023-03-28T04:40:28.842Z,"11 km E of La Gomera, Guatemala",earthquake,8.19,3.363,0.075,50,reviewed,us,us
2023-03-27T16:21:20.216Z,-44.0814,-81.8608,10,4.7,mb,36,154,7.227,0.83,us,us7000jn1d,2023-03-27T16:52:40.040Z,"West Chile Rise",earthquake,5.53,1.926,0.106,27,reviewed,us,us
2023-03-27T15:55:19.329Z,-26.6931,-71.5544,20.136,4,mb,31,195,1.015,0.9,us,us7000jn12,2023-03-27T16:37:24.040Z,"Off the coast of Atacama, Chile",earthquake,6.19,11.042,0.516,1,reviewed,us,us
2023-03-27T15:52:03.940Z,53.9146,-166.625,9.522,2.8,ml,14,86,0.048,0.54,us,us6000k08h,2023-03-28T22:03:03.040Z,"6 km WNW of Dutch Harbor, Alaska",earthquake,1.82,2.608,0.091,16,reviewed,us,us
2023-03-27T14:54:44.750Z,17.9878333333333,-67.0563333333333,15.14,2.67,md,5,143,0.02163,0.06,pr,pr71401763,2023-03-27T15:25:12.750Z,"1 km NW of La Parguera, Puerto Rico",earthquake,0.67,0.62,0.0774285684602918,4,reviewed,pr,pr
2023-03-27T14:35:16.052Z,38.0716,36.5315,7.802,4.4,mwr,96,38,0.347,0.72,us,us7000jn0d,2023-03-27T15:45:08.040Z,"6 km NNE of Göksun, Turkey",earthquake,3.34,4.357,0.06,27,reviewed,us,us
2023-03-27T12:11:13.966Z,13.0893,143.9275,136.304,4.8,mb,71,50,1.042,0.54,us,us7000jmzw,2023-03-30T13:24:37.801Z,"82 km WSW of Merizo Village, Guam",earthquake,10.01,6.522,0.034,264,reviewed,us,us
2023-03-27T12:04:32.551Z,13.5662,-88.5654,177.506,4.4,mb,57,149,0.254,0.73,us,us7000jmzt,2023-03-27T12:33:55.040Z,"El Salvador",earthquake,9.43,6.546,0.041,168,reviewed,us,us
2023-03-27T11:56:14.950Z,58.2399,-155.0264,0.6,3.3,ml,,,,0.82,ak,ak0233yf3n8n,2023-03-27T18:32:30.780Z,"82 km NNW of Karluk, Alaska",earthquake,,4.9,,,reviewed,ak,ak
2023-03-27T10:20:08.971Z,60.3491,-143.4918,1.2,2.5,ml,,,,0.67,ak,ak0233yeahke,2023-03-28T06:48:37.040Z,"124 km SSW of McCarthy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-03-27T09:28:56.340Z,33.7856667,-116.0535,7.37,2.58,ml,76,39,0.1361,0.14,ci,ci40190463,2023-03-28T17:52:22.620Z,"16km NE of Coachella, CA",earthquake,0.11,0.44,0.142,115,reviewed,ci,ci
2023-03-27T05:25:19.467Z,49.9655,-178.7466,10,4.5,mb,107,192,1.591,0.54,us,us7000jmyt,2023-03-27T17:49:05.853Z,"south of the Aleutian Islands",earthquake,7.52,1.911,0.038,207,reviewed,us,us
2023-03-27T04:53:13.028Z,43.3548,-126.8521,10,4,mb,50,192,1.557,0.78,us,us7000jmyr,2023-03-28T01:11:38.012Z,"200 km W of Bandon, Oregon",earthquake,3.49,1.994,0.139,14,reviewed,us,us
2023-03-27T04:50:00.624Z,53.5347,-170.5969,204.207,4.2,mb,41,130,1.189,0.81,us,us7000jmyq,2023-03-27T17:39:47.937Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,12.61,11.996,0.079,45,reviewed,us,us
2023-03-27T04:39:16.340Z,18.8155,-155.160333333333,7.79,4.12,ml,27,276,,0.14,hv,hv73350092,2023-03-28T04:42:14.912Z,"52 km ESE of Naalehu, Hawaii",earthquake,0.68,0.58,0.111735783636589,25,reviewed,hv,hv
2023-03-27T04:22:18.302Z,-24.3046,-67.2997,180.766,4.1,mb,19,125,1.569,0.77,us,us7000jmyk,2023-03-27T20:39:32.723Z,"",earthquake,10.22,9.932,0.234,5,reviewed,us,us
2023-03-27T03:29:06.960Z,19.0095,-65.038,12.07,3.26,md,6,277,0.6582,0.22,pr,pr71401708,2023-03-27T03:41:57.550Z,"Puerto Rico region",earthquake,2.2,3.29,0.0216891460649729,3,reviewed,pr,pr
2023-03-27T02:56:06.731Z,-5.5666,146.923,186.972,4.6,mb,36,92,3.821,0.77,us,us7000jmyc,2023-03-27T03:17:34.040Z,"128 km N of Lae, Papua New Guinea",earthquake,12.04,7.874,0.101,29,reviewed,us,us
2023-03-27T02:53:43.417Z,-22.7695,171.7227,10.385,5,mb,47,101,3.952,0.94,us,us7000jmyb,2023-03-27T03:09:14.040Z,"southeast of the Loyalty Islands",earthquake,10.18,4.85,0.093,37,reviewed,us,us
2023-03-27T02:42:37.872Z,-26.154,178.5166,630.659,4.5,mb,34,73,4.406,0.94,us,us7000jmy9,2023-03-27T02:57:28.040Z,"south of the Fiji Islands",earthquake,11.89,7.558,0.112,23,reviewed,us,us
2023-03-27T02:29:21.602Z,-17.8319,-178.213,466.766,5.5,mww,94,33,3.505,0.66,us,us7000jmy4,2023-03-28T15:50:53.040Z,"262 km E of Levuka, Fiji",earthquake,9.79,5.679,0.089,12,reviewed,us,us
2023-03-27T01:59:11.570Z,18.836,-155.180333333333,8.29,3.01,ml,42,281,,0.15,hv,hv73350032,2023-03-27T05:15:51.570Z,"49 km ESE of Naalehu, Hawaii",earthquake,0.54,0.45,0.173218504628673,26,reviewed,hv,hv
2023-03-27T01:55:01.809Z,32.00540127,-103.8001046,7.93112793,3.4,ml,22,44,0.007234902402,0.1,tx,tx2023fzlo,2023-03-27T22:03:28.855Z,"35 km SE of Malaga, New Mexico",earthquake,0.7704190677,0.9232861848,0.2,16,reviewed,tx,tx
2023-03-27T00:42:14.205Z,-40.1543,174.4049,103.002,4.7,mb,33,57,1.029,0.65,us,us7000jmxp,2023-03-27T22:52:56.073Z,"44 km S of Patea, New Zealand",earthquake,5.8,7.892,0.12,21,reviewed,us,us
2023-03-27T00:36:56.918Z,-7.0539,129.6334,106.363,4.4,mb,27,112,2.529,0.46,us,us7000jmxn,2023-03-27T22:41:16.040Z,"Kepulauan Babar, Indonesia",earthquake,8.45,8.474,0.134,16,reviewed,us,us
2023-03-27T00:16:10.294Z,37.3316,71.6527,139.582,4,mb,22,76,2.146,0.62,us,us7000jmxj,2023-03-27T22:35:49.040Z,"Afghanistan-Tajikistan border region",earthquake,6.97,13.146,0.258,4,reviewed,us,us
2023-03-26T23:23:28.598Z,36.3373,69.9801,123.656,4.2,mb,33,87,1.949,0.59,us,us7000jmxe,2023-03-27T22:26:30.040Z,"",earthquake,6.77,11.929,0.152,12,reviewed,us,us
2023-03-26T23:00:41.688Z,6.8628,-73.1361,148.306,4.3,mb,19,67,0.965,0.85,us,us7000jmx9,2023-03-27T21:20:15.040Z,"15 km NNW of Jordán, Colombia",earthquake,6.35,7.893,0.218,6,reviewed,us,us
2023-03-26T22:17:10.877Z,-16.5556,-74.586,10,4.3,mb,20,153,4.435,0.67,us,us7000jmx3,2023-03-27T20:42:41.040Z,"Near the coast of southern Peru",earthquake,10.13,1.87,0.217,6,reviewed,us,us
2023-03-26T20:36:29.040Z,18.8741666666667,-155.1915,9.94,3.17,ml,42,260,,0.13,hv,hv73349872,2023-03-29T16:51:03.094Z,"46 km ESE of Naalehu, Hawaii",earthquake,0.55,0.42,0.141593344111788,28,reviewed,hv,hv
2023-03-26T18:39:55.247Z,-7.4573,130.179,10,4.9,mb,117,46,2.928,0.62,us,us7000jmwe,2023-03-30T17:29:09.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,7.17,1.735,0.061,84,reviewed,us,us
2023-03-26T18:32:44.790Z,17.9426,-66.9536,14,3.37,md,18,200,0.0812,0.14,pr,pr2023085006,2023-03-26T20:00:52.040Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.55,0.45,0.14,8,reviewed,pr,pr
2023-03-26T17:58:11.516Z,18.8029,-101.6548,90.608,4.2,mb,111,149,0.931,0.71,us,us7000jmw6,2023-03-30T17:22:49.040Z,"5 km WSW of Poturo, Mexico",earthquake,9.08,1.495,0.056,90,reviewed,us,us
2023-03-26T17:26:41.348Z,-36.4941,-72.7357,44.331,4.7,mwr,137,44,0.445,0.74,us,us7000jmw0,2023-03-30T16:30:34.474Z,"24 km NE of Tomé, Chile",earthquake,4.53,3.717,0.053,34,reviewed,us,us
2023-03-26T17:21:34.439Z,-30.1941,-177.873,51.178,4.6,mb,27,180,0.93,1.1,us,us6000k0vn,2023-03-30T16:22:30.040Z,"Kermadec Islands, New Zealand",earthquake,14.01,8.062,0.141,15,reviewed,us,us
2023-03-26T17:04:08.735Z,0.5844,126.7778,28.247,4.4,mb,27,111,0.618,0.62,us,us6000k0vj,2023-03-30T15:49:45.040Z,"71 km WSW of Ternate, Indonesia",earthquake,5.17,6.487,0.127,18,reviewed,us,us
2023-03-26T16:55:07.458Z,18.0747,-69.1432,92.495,2.9,ml,12,205,0.831,1.19,us,us7000jmw1,2023-03-26T18:17:24.040Z,"42 km SSW of La Romana, Dominican Republic",earthquake,11.39,17.998,0.085,18,reviewed,us,us
2023-03-26T16:10:04.741Z,60.3302,-151.46,46.4,3.6,ml,,,,0.63,ak,ak0233wu9l4t,2023-03-27T16:12:56.950Z,"9 km WSW of Cohoe, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-03-26T15:10:25.320Z,18.8783333333333,-64.9356666666667,3.04,3.36,md,17,268,0.5235,0.4,pr,pr71401658,2023-03-26T16:48:21.040Z,"",earthquake,2.29,2.02,0.169437568054573,15,reviewed,pr,pr
2023-03-26T15:04:21.034Z,38.337,141.6856,68.38,4.9,mww,49,108,2.496,0.92,us,us7000jmvm,2023-03-30T04:32:32.675Z,"34 km ESE of Ishinomaki, Japan",earthquake,7.45,6.251,0.089,12,reviewed,us,us
2023-03-26T14:33:04.402Z,38.3522,141.6744,66.429,4.5,mb,51,100,2.479,0.98,us,us7000jmvh,2023-03-26T16:45:23.040Z,"33 km ESE of Ishinomaki, Japan",earthquake,3.25,6.973,0.064,72,reviewed,us,us
2023-03-26T13:14:32.905Z,36.4356,71.1775,117.67,4.4,mb,38,76,2.57,0.79,us,us7000jmuz,2023-03-26T16:34:07.040Z,"42 km SW of Ashk?sham, Afghanistan",earthquake,7.19,8.976,0.115,22,reviewed,us,us
2023-03-26T12:41:11.396Z,-4.9622,131.9716,47.357,5.1,mb,68,38,2.048,0.64,us,us7000jmuw,2023-03-26T12:57:14.040Z,"113 km NW of Tual, Indonesia",earthquake,4.01,6.939,0.057,102,reviewed,us,us
2023-03-26T12:38:18.234Z,17.6217,120.6868,45.529,4.6,mb,56,127,5.183,0.39,us,us7000jmuv,2023-03-26T13:02:26.040Z,"",earthquake,10.36,8.409,0.067,67,reviewed,us,us
2023-03-26T11:39:00.915Z,-25.6955,-69.1855,6.319,5,mww,83,63,0.645,0.7,us,us7000jmuh,2023-03-28T11:56:26.040Z,"114 km NE of Diego de Almagro, Chile",earthquake,1.56,3.776,0.063,24,reviewed,us,us
2023-03-26T10:43:44.822Z,-7.5337,130.3732,24.189,4.9,mb,49,99,3.028,0.58,us,us7000jmu9,2023-03-26T11:00:52.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,4.77,5.67,0.08,49,reviewed,us,us
2023-03-26T10:31:30.154Z,61.3045,-150.0815,35.1,2.5,ml,,,,0.47,ak,ak0233wqtjjr,2023-03-27T02:30:28.135Z,"8 km SW of Point MacKenzie, Alaska",earthquake,,1.6,,,automatic,ak,ak
2023-03-26T10:12:20.480Z,19.1955,-67.8246,11,3.5,md,15,191,0.8801,0.74,pr,pr2023085004,2023-03-26T12:23:51.428Z,"91 km NE of Punta Cana, Dominican Republic",earthquake,2.42,4.61,0.15,8,reviewed,pr,pr
2023-03-26T08:38:38.390Z,19.0578,-67.8865,93,3.82,md,22,182,0.7354,0.92,pr,pr2023085003,2023-03-26T09:28:43.536Z,"75 km NE of Punta Cana, Dominican Republic",earthquake,5.09,7.34,0.14,17,reviewed,pr,pr
2023-03-26T07:59:28.594Z,59.8,-153.3019,124.4,2.7,ml,,,,0.67,ak,ak0233wp78lc,2023-03-30T23:46:21.408Z,"45 km E of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-03-26T07:11:27.705Z,31.65851409,-104.3498159,6.697143555000001,3.3,ml,23,58,0.07013708878,0.2,tx,tx2023fyan,2023-03-27T19:04:10.157Z,"57 km S of Whites City, New Mexico",earthquake,1.157868373,1.167656015,0.1,25,reviewed,tx,tx
2023-03-26T06:20:45.070Z,35.7898333,-116.8505,0.42,3.59,ml,31,71,0.3652,0.14,ci,ci40189967,2023-03-27T06:24:44.593Z,"48km E of Trona, CA",earthquake,0.15,0.69,0.122,131,reviewed,ci,ci
2023-03-26T06:08:49.070Z,17.9338333333333,-66.9175,13.89,2.77,md,10,218,0.05483,0.15,pr,pr71401603,2023-03-26T06:31:10.200Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.91,0.44,0.14056182254814,6,reviewed,pr,pr
2023-03-26T04:43:49.523Z,21.5254,121.4208,10,4.4,mb,33,123,1.324,0.57,us,us7000jmt2,2023-03-26T06:31:29.479Z,"",earthquake,6.23,1.896,0.12,21,reviewed,us,us
2023-03-26T04:28:24.157Z,44.7607,101.9321,10,4.5,mb,42,46,4.361,0.51,us,us6000k0v1,2023-03-30T22:16:22.040Z,"21 km WNW of Hovd, Mongolia",earthquake,9.47,1.876,0.089,37,reviewed,us,us
2023-03-26T04:06:48.245Z,54.3886,-159.7074,35,3.3,ml,26,199,1.061,0.92,us,us7000jmsz,2023-03-30T23:46:18.399Z,"117 km SSE of Sand Point, Alaska",earthquake,7.67,2.021,0.088,17,reviewed,us,us
2023-03-26T03:58:11.610Z,19.3243,-67.9091,30,3.73,md,14,269,0.9379,0.43,pr,pr2023085002,2023-03-26T05:15:38.764Z,"97 km NNE of Punta Cana, Dominican Republic",earthquake,3.19,27.91,0.07,7,reviewed,pr,pr
2023-03-26T03:01:52.340Z,63.5052,-147.345,0.6,2.9,ml,,,,1,ak,ak0233wmh4jm,2023-03-30T23:46:17.564Z,"81 km E of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
